ID,Type,Name,Published,Visibility in catalog,Description,Tax status,Tax class,In stock?,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
2630,variation,ШАТО - серый,1,visible,1881,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/3456c1f9042b9f875240b0205a8a2134.jpg,id:2627,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2631,variable,ШЁЛК,1,visible,Рулонные жалюзи ШЁЛК,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/bcf536134571f4300d5f907fced5c7b7.jpg,,цвет,"белый, жемчужно-серый, св. лимонный, св.бежевый, т.бежевый, коричневый, желтый, персиковый, бордо, сиреневый, морозно-голубой(светлый), св.зеленый, бирюзовый",1,0,белый,Ширина рулона (м),2.0,1,0,Страна,ТАЙВАНЬ,1,0,price,1125.49,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2632,variation,ШЁЛК - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/bcf536134571f4300d5f907fced5c7b7.jpg,id:2631,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2634,variation,ШЁЛК - жемчужно-серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/9a134b05832da0a09e4259d8c97382b7.jpg,id:2631,цвет,жемчужно-серый,,0,,,,,,,,,,,,,,,,,,,,,
2636,variation,ШЁЛК - св. лимонный,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2622f219a3841385dffbd1dcccbde4ae.jpg,id:2631,цвет,св. лимонный,,0,,,,,,,,,,,,,,,,,,,,,
2638,variation,ШЁЛК - св.бежевый,1,visible,2549,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/45d53006d2f62e90c2ea0062b11a0345.jpg,id:2631,цвет,св.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2640,variation,ШЁЛК - т.бежевый,1,visible,2746,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/af38696d84207c9ed3c2b5297edd1297.jpg,id:2631,цвет,т.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2642,variation,ШЁЛК - коричневый,1,visible,2871,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d7a6c7dd550f30f08fd22451e9eebeff.jpg,id:2631,цвет,коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2644,variation,ШЁЛК - желтый,1,visible,3465,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8e05a716e3405c5065de37c701e0642d.jpg,id:2631,цвет,желтый,,0,,,,,,,,,,,,,,,,,,,,,
2646,variation,ШЁЛК - персиковый,1,visible,4240,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/7f273a1d57db074974e53aa8e03fb020.jpg,id:2631,цвет,персиковый,,0,,,,,,,,,,,,,,,,,,,,,
2648,variation,ШЁЛК - бордо,1,visible,4454,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/b1824d0336f5dc60d94349c829fa1334.jpg,id:2631,цвет,бордо,,0,,,,,,,,,,,,,,,,,,,,,
2650,variation,ШЁЛК - сиреневый,1,visible,4803,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/7adc23dae891a8ef2e8982509f39281a.jpg,id:2631,цвет,сиреневый,,0,,,,,,,,,,,,,,,,,,,,,
2652,variation,ШЁЛК - морозно-голубой(светлый),1,visible,5172,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4e9e802087a69737d2a2133691664c5a.jpg,id:2631,цвет,морозно-голубой(светлый),,0,,,,,,,,,,,,,,,,,,,,,
2654,variation,ШЁЛК - св.зеленый,1,visible,5608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/98f4c88c7b600162ba0948ca48208d2d.jpg,id:2631,цвет,св.зеленый,,0,,,,,,,,,,,,,,,,,,,,,
2656,variation,ШЁЛК - бирюзовый,1,visible,5992,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/723fa20eafa6edb3ff9a16d29d4cad65.jpg,id:2631,цвет,бирюзовый,,0,,,,,,,,,,,,,,,,,,,,,
2657,simple,ЭЛВИС,1,visible,Рулонные жалюзи ЭЛВИС,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/1f9c5ee934df475aa8c513461e61c3ec.jpg,,цвет,светло-бежевый 2261,1,0,светло-бежевый 2261,Ширина рулона (м),1.95,1,0,Страна,ГЕРМАНИЯ,1,0,price,1637.01,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2659,variable,ЭЛЬБА,1,visible,Рулонные жалюзи ЭЛЬБА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4d1c9b69a843bfb805933d7caeb56c90.jpg,,цвет,"белый, магнолия, св. бежевый, карамель, коричневый, персиковый, оливковый",1,0,белый,Ширина рулона (м),2.2,1,0,Страна,КИТАЙ,1,0,price,762.56,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2660,variation,ЭЛЬБА - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4d1c9b69a843bfb805933d7caeb56c90.jpg,id:2659,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2662,variation,ЭЛЬБА - магнолия,1,visible,2259,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/e5b6fdf2cda05801ab0513e33b01a1d5.jpg,id:2659,цвет,магнолия,,0,,,,,,,,,,,,,,,,,,,,,
2664,variation,ЭЛЬБА - св. бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/18899e0daba2891aaada28cfff8a90fe.jpg,id:2659,цвет,св. бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2666,variation,ЭЛЬБА - карамель,1,visible,2840,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/ca5d7b2e4c9b56bc237d99e3883f42fe.jpg,id:2659,цвет,карамель,,0,,,,,,,,,,,,,,,,,,,,,
2668,variation,ЭЛЬБА - коричневый,1,visible,2870,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/64a5d2261e0483454e34a50fd10806e1.jpg,id:2659,цвет,коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2670,variation,ЭЛЬБА - персиковый,1,visible,4063,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/24ea8e2a5ec83fc9d07cc618f490e52d.jpg,id:2659,цвет,персиковый,,0,,,,,,,,,,,,,,,,,,,,,
2672,variation,ЭЛЬБА - оливковый,1,visible,5879,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d13d2af3e337c96fc2cb024b4cd980e5.jpg,id:2659,цвет,оливковый,,0,,,,,,,,,,,,,,,,,,,,,
2673,variable,ЮТА,1,visible,Рулонные жалюзи ЮТА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/671db2d0549bdd7ec9678455c60dfc99.jpg,,цвет,"св. серый, бежевый, св. коричневый",1,0,св. серый,Ширина рулона (м),3.0,1,0,Страна,КИТАЙ,1,0,price,1258.17,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2674,variation,ЮТА - св. серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/671db2d0549bdd7ec9678455c60dfc99.jpg,id:2673,цвет,св. серый,,0,,,,,,,,,,,,,,,,,,,,,
2676,variation,ЮТА - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5f4bc014d9ff45206d7fdc6ce095a68d.jpg,id:2673,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2678,variation,ЮТА - св. коричневый,1,visible,2868,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5ceb4f009e435a6ec8aa756dbc87fb81.jpg,id:2673,цвет,св. коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2679,variable,ЮТА BLACK-OUT,1,visible,Рулонные жалюзи ЮТА BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/96b4cfb4213d6e3404a9c6b658ba5c8a.jpg,,цвет,"св. серый, магнолия, св. бежевый, бежевый, коричневый",1,0,св. серый,Ширина рулона (м),2.9,1,0,Страна,КИТАЙ,1,0,price,1848.59,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2680,variation,ЮТА BLACK-OUT - св. серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/96b4cfb4213d6e3404a9c6b658ba5c8a.jpg,id:2679,цвет,св. серый,,0,,,,,,,,,,,,,,,,,,,,,
2682,variation,ЮТА BLACK-OUT - магнолия,1,visible,2259,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/888d5ef01e79a4b66f8c7ca4758d30f0.jpg,id:2679,цвет,магнолия,,0,,,,,,,,,,,,,,,,,,,,,
2684,variation,ЮТА BLACK-OUT - св. бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/235451233dffc5b04a1d740b723a1bfd.jpg,id:2679,цвет,св. бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2686,variation,ЮТА BLACK-OUT - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/de38740dad6e952db975f920dfd998c1.jpg,id:2679,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2688,variation,ЮТА BLACK-OUT - коричневый,1,visible,2870,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d22aaf5ac23943fd812959d5bfa235f7.jpg,id:2679,цвет,коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2689,variable,ЯМАЙКА,1,visible,Рулонные жалюзи ЯМАЙКА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d27077687bb8ba163154c2a502864b38.jpg,,цвет,"светло-серый, серый, графит, светло-бежевый, бежевый, кремовый, каштановый, голубой",1,0,светло-серый,Ширина рулона (м),2.3,1,0,Страна,ГЕРМАНИЯ,1,0,price,2724.82,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2690,variation,ЯМАЙКА - светло-серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d27077687bb8ba163154c2a502864b38.jpg,id:2689,цвет,светло-серый,,0,,,,,,,,,,,,,,,,,,,,,
2692,variation,ЯМАЙКА - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/ad27ee4b89a1ca3b3d24f93b66869c89.jpg,id:2689,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2694,variation,ЯМАЙКА - графит,1,visible,1854,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/db4016db33fa952b769488a27561b951.jpg,id:2689,цвет,графит,,0,,,,,,,,,,,,,,,,,,,,,
2696,variation,ЯМАЙКА - светло-бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4ab5aab30e49504d08b97e4fd87105f9.jpg,id:2689,цвет,светло-бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2698,variation,ЯМАЙКА - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/0acaaa5b278f655640a6c7e7a4767789.jpg,id:2689,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2700,variation,ЯМАЙКА - кремовый,1,visible,2552,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/fdb13ff9108f1bab854dbebc26a7d719.jpg,id:2689,цвет,кремовый,,0,,,,,,,,,,,,,,,,,,,,,
2702,variation,ЯМАЙКА - каштановый,1,visible,2875,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2570be74f7324e52e3d611ba4416a745.jpg,id:2689,цвет,каштановый,,0,,,,,,,,,,,,,,,,,,,,,
2704,variation,ЯМАЙКА - голубой,1,visible,5173,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/6573708f556c60d4c8b294c3334acf46.jpg,id:2689,цвет,голубой,,0,,,,,,,,,,,,,,,,,,,,,
2705,simple,ЯСМИН,1,visible,Рулонные жалюзи ЯСМИН,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/6e61a697804dd2e7135be827148b493c.jpg,,цвет,св. серый,1,0,св. серый,Ширина рулона (м),2.3,1,0,Страна,ГЕРМАНИЯ,1,0,price,3458.78,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
