ID,Type,Name,Published,Visibility in catalog,Description,Tax status,Tax class,In stock?,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
1999,variable,АВЕНСИС,1,visible,Рулонные жалюзи АВЕНСИС,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/ec17b2b3761274fb5e7ff78a61df09b3.jpg,,цвет,"белый, черный",1,0,белый,Ширина рулона (м),2.4,1,0,Страна,ГЕРМАНИЯ,1,0,price,1762.18,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2000,variation,АВЕНСИС - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/ec17b2b3761274fb5e7ff78a61df09b3.jpg,id:1999,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2002,variation,АВЕНСИС - черный,1,visible,1908,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8d9c8e2b7a2e2071dc0787e25d372e2d.jpg,id:1999,цвет,черный,,0,,,,,,,,,,,,,,,,,,,,,
2003,variable,АЖУР,1,visible,Рулонные жалюзи АЖУР,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/49568c1bb0dd2bc08fdb53412cd1529e.jpg,,цвет,"белый, св. серый, св. бежевый, св. коричневый, св. желтый, желтый, оранжевый, персиковый, красный, коралл, т. голубой, мята, бирюзовый, салатовый",1,0,белый,Ширина рулона (м),2.2,1,0,Страна,КИТАЙ,1,0,price,727.90,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2004,variation,АЖУР - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/49568c1bb0dd2bc08fdb53412cd1529e.jpg,id:2003,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2006,variation,АЖУР - св. серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/e2f896ca0d750c33d4ef357e96ebaf13.jpg,id:2003,цвет,св. серый,,0,,,,,,,,,,,,,,,,,,,,,
2008,variation,АЖУР - св. бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/337b9d5ace81ad6fd09b95fa2b1f3f50.jpg,id:2003,цвет,св. бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2010,variation,АЖУР - св. коричневый,1,visible,2868,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/acdf39bcf3ce6d51b2918cf317be5794.jpg,id:2003,цвет,св. коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2012,variation,АЖУР - св. желтый,1,visible,3209,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a05c5309fe4ab17b0f042a7c47524a0d.jpg,id:2003,цвет,св. желтый,,0,,,,,,,,,,,,,,,,,,,,,
2014,variation,АЖУР - желтый,1,visible,3465,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/791c5d9877c4aa343f73585040b4f562.jpg,id:2003,цвет,желтый,,0,,,,,,,,,,,,,,,,,,,,,
2016,variation,АЖУР - оранжевый,1,visible,3499,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/7dcb5d4ecce019108dd7ec1e596f63c4.jpg,id:2003,цвет,оранжевый,,0,,,,,,,,,,,,,,,,,,,,,
2018,variation,АЖУР - персиковый,1,visible,4063,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/be7beb1719e4f431db2f1cabfede61d7.jpg,id:2003,цвет,персиковый,,0,,,,,,,,,,,,,,,,,,,,,
2020,variation,АЖУР - красный,1,visible,4075,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/97bdaa1ff38fe16d26e34b9434634998.jpg,id:2003,цвет,красный,,0,,,,,,,,,,,,,,,,,,,,,
2022,variation,АЖУР - коралл,1,visible,4524,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/6bd42c1bd024b6ca27fe4c8cd73a47b0.jpg,id:2003,цвет,коралл,,0,,,,,,,,,,,,,,,,,,,,,
2024,variation,АЖУР - т. голубой,1,visible,5252,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d1e6f52d665712f98600244283dc6dd3.jpg,id:2003,цвет,т. голубой,,0,,,,,,,,,,,,,,,,,,,,,
2026,variation,АЖУР - мята,1,visible,5540,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d7055a86fadbc1e75c1888255ce425df.jpg,id:2003,цвет,мята,,0,,,,,,,,,,,,,,,,,,,,,
2028,variation,АЖУР - бирюзовый,1,visible,5612,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/c36a7da0c8c23dec83e987fdfcbfdba0.jpg,id:2003,цвет,бирюзовый,,0,,,,,,,,,,,,,,,,,,,,,
2030,variation,АЖУР - салатовый,1,visible,5853,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/68ffe18498112d189fda12026f8e044b.jpg,id:2003,цвет,салатовый,,0,,,,,,,,,,,,,,,,,,,,,
2031,simple,АЛИСА BLACK-OUT,1,visible,Рулонные жалюзи АЛИСА BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/fb6b3e0561ddbf6fddfc000637aed7ac.jpg,,цвет,белый,1,0,белый,Ширина рулона (м),2.5,1,0,Страна,ГОЛЛАНДИЯ,1,0,price,4895.44,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2033,variable,АЛЛЕЯ,1,visible,Рулонные жалюзи АЛЛЕЯ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4eaf11436b06e9a0fecdcb9985dad62f.jpg,,цвет,"белый, бежевый, темно-коричневый",1,0,белый,Ширина рулона (м),2.5,1,0,Страна,КИТАЙ,1,0,price,1723.21,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2034,variation,АЛЛЕЯ - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4eaf11436b06e9a0fecdcb9985dad62f.jpg,id:2033,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2036,variation,АЛЛЕЯ - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/578f385d40b87422c97c1306661a0750.jpg,id:2033,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2038,variation,АЛЛЕЯ - темно-коричневый,1,visible,2871,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/8df1d86669aaa3dbee7e0762bd80881d.jpg,id:2033,цвет,темно-коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2039,simple,АЛЬМЕРИЯ,1,visible,Рулонные жалюзи АЛЬМЕРИЯ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/768285b0eeab9c162e48b3a99bba9430.jpg,,цвет,белый,1,0,белый,Ширина рулона (м),2.4,1,0,Страна,КИТАЙ,1,0,price,940.39,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2041,variable,АЛЬФА,1,visible,Рулонные жалюзи АЛЬФА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/87f8e5d348aaf21504c5f4c7d91452b2.jpg,,цвет,"белый, белый, серый, серый, т.серый, черный, бежевый, бежевый, терракота, т.коричневый, желтый, ярко-желтый, красный, розовый, малина, персиковый, персиковый, св.оранжевый, оранжевый, голубой, синий, фисташковый , зеленый, бирюзовый",1,0,белый,Ширина рулона (м),2.0,1,0,Страна,КИТАЙ,1,0,price,699.10,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2042,variation,АЛЬФА - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/87f8e5d348aaf21504c5f4c7d91452b2.jpg,id:2041,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2044,variation,АЛЬФА - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/14a897740101ef386d66de9700c315db.jpg,id:2041,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2046,variation,АЛЬФА - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/088d62641e3b8f59535d2e3247c6773b.jpg,id:2041,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2048,variation,АЛЬФА - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/53797db17e07cdca2a9e7c69bcaf9e92.jpg,id:2041,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2050,variation,АЛЬФА - т.серый,1,visible,1881,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/0b7f8993b5bfe4e6a9225d88e7a8c621.jpg,id:2041,цвет,т.серый,,0,,,,,,,,,,,,,,,,,,,,,
2052,variation,АЛЬФА - черный,1,visible,1908,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/490de72f0476558ac69b6a3fd660d1d3.jpg,id:2041,цвет,черный,,0,,,,,,,,,,,,,,,,,,,,,
2054,variation,АЛЬФА - бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/69e9867ad008af506f3a50f6cc8fe4b8.jpg,id:2041,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2056,variation,АЛЬФА - бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2698a95af805cbae88d65023a85f1327.jpg,id:2041,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2058,variation,АЛЬФА - терракота,1,visible,2853,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/bb6570556cecf5346f01f460a29d2b60.jpg,id:2041,цвет,терракота,,0,,,,,,,,,,,,,,,,,,,,,
2060,variation,АЛЬФА - т.коричневый,1,visible,2871,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/f3350a0837f36077b0064ee267cea7af.jpg,id:2041,цвет,т.коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2062,variation,АЛЬФА - желтый,1,visible,3310,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/e3cf078143a35cbab70f671e0991512b.jpg,id:2041,цвет,желтый,,0,,,,,,,,,,,,,,,,,,,,,
2064,variation,АЛЬФА - ярко-желтый,1,visible,3465,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/4c2288b064e81bffdeb9eafe20307394.jpg,id:2041,цвет,ярко-желтый,,0,,,,,,,,,,,,,,,,,,,,,
2066,variation,АЛЬФА - красный,1,visible,4075,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/beed2b0d7ed04a144f4eec51a0a95501.jpg,id:2041,цвет,красный,,0,,,,,,,,,,,,,,,,,,,,,
2068,variation,АЛЬФА - розовый,1,visible,4082,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/7ff2cccafe1cc5569d73959c93d81abf.jpg,id:2041,цвет,розовый,,0,,,,,,,,,,,,,,,,,,,,,
2070,variation,АЛЬФА - малина,1,visible,4200,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/fea4a93d512cc67ae92d18a56e88c4aa.jpg,id:2041,цвет,малина,,0,,,,,,,,,,,,,,,,,,,,,
2072,variation,АЛЬФА - персиковый,1,visible,4240,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/bbf9bb3f1c80d904a4dd3bb085c28388.jpg,id:2041,цвет,персиковый,,0,,,,,,,,,,,,,,,,,,,,,
2074,variation,АЛЬФА - персиковый,1,visible,4240,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/f334adeb87f3d6833849752c955a63b7.jpg,id:2041,цвет,персиковый,,0,,,,,,,,,,,,,,,,,,,,,
2076,variation,АЛЬФА - св.оранжевый,1,visible,4261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/733dd96ead42b940a9b8ffe6c53e34e2.jpg,id:2041,цвет,св.оранжевый,,0,,,,,,,,,,,,,,,,,,,,,
2078,variation,АЛЬФА - оранжевый,1,visible,4290,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/0bc15ed8a28a7a81d79b0b561dd39bd2.jpg,id:2041,цвет,оранжевый,,0,,,,,,,,,,,,,,,,,,,,,
2080,variation,АЛЬФА - голубой,1,visible,5173,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/902b8b2ed55c63b637f49075b214845b.jpg,id:2041,цвет,голубой,,0,,,,,,,,,,,,,,,,,,,,,
2082,variation,АЛЬФА - синий,1,visible,5300,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/de2e962171ad6763c2fab76c65111df2.jpg,id:2041,цвет,синий,,0,,,,,,,,,,,,,,,,,,,,,
2084,variation,АЛЬФА - фисташковый ,1,visible,5713,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/6366745259a92860c14ba56317dee083.jpg,id:2041,цвет,фисташковый ,,0,,,,,,,,,,,,,,,,,,,,,
2086,variation,АЛЬФА - зеленый,1,visible,5850,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/6b9a10a8481efba90d25fd11605cbd29.jpg,id:2041,цвет,зеленый,,0,,,,,,,,,,,,,,,,,,,,,
2088,variation,АЛЬФА - бирюзовый,1,visible,5992,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/61c06ff5c61d7ffb50e484d3223ee3b1.jpg,id:2041,цвет,бирюзовый,,0,,,,,,,,,,,,,,,,,,,,,
2089,variable,АЛЬФА ALU BLACK-OUT,1,visible,Рулонные жалюзи АЛЬФА ALU BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/df118420b81571f2e25063eefbed0183.png,,цвет,"белый, серый, т. серый, св. бежевый, бежевый, св. коричневый, т. коричневый",1,0,белый,Ширина рулона (м),2.5,1,0,Страна,КИТАЙ,1,0,price,1097.70,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2090,variation,АЛЬФА ALU BLACK-OUT - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/df118420b81571f2e25063eefbed0183.png,id:2089,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2092,variation,АЛЬФА ALU BLACK-OUT - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/27fc8b19f52151657559f31c3f7a8bea.png,id:2089,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2094,variation,АЛЬФА ALU BLACK-OUT - т. серый,1,visible,1881,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/240d85f37cbbac95f5423ef900b06460.png,id:2089,цвет,т. серый,,0,,,,,,,,,,,,,,,,,,,,,
2096,variation,АЛЬФА ALU BLACK-OUT - св. бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/5bb9ecd51badb62f77d5ba165642a645.png,id:2089,цвет,св. бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2098,variation,АЛЬФА ALU BLACK-OUT - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/6ed04ae51fe8c643a3f9add1e5a017b5.jpg,id:2089,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2100,variation,АЛЬФА ALU BLACK-OUT - св. коричневый,1,visible,2868,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/0ef8e0c7cface706e6ce1ea7e6bf1a6c.jpg,id:2089,цвет,св. коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2102,variation,АЛЬФА ALU BLACK-OUT - т. коричневый,1,visible,2871,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/a60b20f2ac0143d30491b904ed3659a3.png,id:2089,цвет,т. коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2103,variable,АЛЬФА BLACK-OUT,1,visible,Рулонные жалюзи АЛЬФА BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d6207132d910e96ae5048dbf012bfde7.jpg,,цвет,"белый, серый, черный, бежевый, т.бежевый, св.коричневый, персиковый, голубой, синий, зеленый",1,0,белый,Ширина рулона (м),2.5,1,0,Страна,КИТАЙ,1,0,price,1506.69,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2104,variation,АЛЬФА BLACK-OUT - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d6207132d910e96ae5048dbf012bfde7.jpg,id:2103,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2106,variation,АЛЬФА BLACK-OUT - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/f1f4f38f8da58c9ed7b524ff49ce01af.jpg,id:2103,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2108,variation,АЛЬФА BLACK-OUT - черный,1,visible,1908,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/fac4ea89d55858ec892858ddced8ff07.jpg,id:2103,цвет,черный,,0,,,,,,,,,,,,,,,,,,,,,
2110,variation,АЛЬФА BLACK-OUT - бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/b4609a137a6b6b1046702a6d3d1e691f.jpg,id:2103,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2112,variation,АЛЬФА BLACK-OUT - т.бежевый,1,visible,2746,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/10905861f115d123788b84c9dd9dbbc2.jpg,id:2103,цвет,т.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2114,variation,АЛЬФА BLACK-OUT - св.коричневый,1,visible,2868,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/75897ae18ade95c27dcc2ecc888fe1ef.jpg,id:2103,цвет,св.коричневый,,0,,,,,,,,,,,,,,,,,,,,,
2116,variation,АЛЬФА BLACK-OUT - персиковый,1,visible,4240,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/233cc02ed66461bb5f8b0b03e526c895.jpg,id:2103,цвет,персиковый,,0,,,,,,,,,,,,,,,,,,,,,
2118,variation,АЛЬФА BLACK-OUT - голубой,1,visible,5173,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/6e8165125ac90c850a6d052381b7e94a.jpg,id:2103,цвет,голубой,,0,,,,,,,,,,,,,,,,,,,,,
2120,variation,АЛЬФА BLACK-OUT - синий,1,visible,5300,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/db0efab31e52227db65b608ae8e7b8eb.jpg,id:2103,цвет,синий,,0,,,,,,,,,,,,,,,,,,,,,
2122,variation,АЛЬФА BLACK-OUT - зеленый,1,visible,5850,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/7dc8a48672f635b00181cc77d45499ca.jpg,id:2103,цвет,зеленый,,0,,,,,,,,,,,,,,,,,,,,,
2123,variable,АНЖУ,1,visible,Рулонные жалюзи АНЖУ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/21546c6c0c67483b0e2a78755908a86c.jpg,,цвет,"св.серый, св.бежевый, лиловый",1,0,св.серый,Ширина рулона (м),2.0,1,0,Страна,ГЕРМАНИЯ,1,0,price,2756.44,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2124,variation,АНЖУ - св.серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/21546c6c0c67483b0e2a78755908a86c.jpg,id:2123,цвет,св.серый,,0,,,,,,,,,,,,,,,,,,,,,
2126,variation,АНЖУ - св.бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/f0e7a394c3f35aaf856deec2e91d7564.jpg,id:2123,цвет,св.бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2128,variation,АНЖУ - лиловый,1,visible,4284,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/bebe71449bdc4338479528f83fd45876.jpg,id:2123,цвет,лиловый,,0,,,,,,,,,,,,,,,,,,,,,
2129,variable,АНТАРЕС BLACK-OUT,1,visible,Рулонные жалюзи АНТАРЕС BLACK-OUT,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2f6cfcb5d71237b3a4abd2fa3399a79d.jpg,,цвет,"белый, св. серый, серый, св. бежевый",1,0,белый,Ширина рулона (м),3.0,1,0,Страна,ГЕРМАНИЯ,1,0,price,3987.65,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2130,variation,АНТАРЕС BLACK-OUT - белый,1,visible,225,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2f6cfcb5d71237b3a4abd2fa3399a79d.jpg,id:2129,цвет,белый,,0,,,,,,,,,,,,,,,,,,,,,
2132,variation,АНТАРЕС BLACK-OUT - св. серый,1,visible,1608,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/939b051334504fef16ab1c08801b4af8.jpg,id:2129,цвет,св. серый,,0,,,,,,,,,,,,,,,,,,,,,
2134,variation,АНТАРЕС BLACK-OUT - серый,1,visible,1852,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/d91da106d592774b0ee1e595f3fe4f1e.jpg,id:2129,цвет,серый,,0,,,,,,,,,,,,,,,,,,,,,
2136,variation,АНТАРЕС BLACK-OUT - св. бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/070d05f45f234ae3db1688d9fc798c32.jpg,id:2129,цвет,св. бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2137,simple,АРИАДНА,1,visible,Рулонные жалюзи АРИАДНА,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/548b72a28d18b2ed42f5338e695dd654.jpg,,цвет,белый,1,0,белый,Ширина рулона (м),1.95,1,0,Страна,ГЕРМАНИЯ,1,0,price,1707.40,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2139,simple,БАБОЧКИ,1,visible,Рулонные жалюзи БАБОЧКИ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/e1dd03b2c809d0fcba0c9ff9bb368753.jpg,,цвет,розовый,1,0,розовый,Ширина рулона (м),2.0,1,0,Страна,ГЕРМАНИЯ,1,0,price,1815.71,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2141,simple,БАМБУК,1,visible,Рулонные жалюзи БАМБУК,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/0a74dc311739b5fb90f1778e56005355.jpg,,цвет,магнолия,1,0,магнолия,Ширина рулона (м),2.4,1,0,Страна,КИТАЙ,1,0,price,1014.14,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2143,simple,БЛЮЗ,1,visible,Рулонные жалюзи БЛЮЗ,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/1a7d7228a5f3f4ec36d6d543da2e81b9.jpg,,цвет,белый,1,0,белый,Ширина рулона (м),2.0,1,0,Страна,ТУРЦИЯ,1,0,price,1366.55,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2145,variable,БОСТОН,1,visible,Рулонные жалюзи БОСТОН,taxable,,1,,Рулонные жалюзи,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2efacb75a45005b11a1fd4692a6edb30.jpg,,цвет,"магнолия, св. бежевый, бежевый, св. коричневый",1,0,магнолия,Ширина рулона (м),2.5,1,0,Страна,ТУРЦИЯ,1,0,price,2328.83,0,0,custom_category_link,http://kubanzhalyuzi.ru/?p=934,0,0,tone,multitone,0,0
2146,variation,БОСТОН - магнолия,1,visible,2259,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/2efacb75a45005b11a1fd4692a6edb30.jpg,id:2145,цвет,магнолия,,0,,,,,,,,,,,,,,,,,,,,,
2148,variation,БОСТОН - св. бежевый,1,visible,2261,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/96d323537629407062d1c2eee55b3cab.jpg,id:2145,цвет,св. бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2150,variation,БОСТОН - бежевый,1,visible,2406,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/17ac1d75012294e4ad98bf0f701f2c68.jpg,id:2145,цвет,бежевый,,0,,,,,,,,,,,,,,,,,,,,,
2152,variation,БОСТОН - св. коричневый,1,visible,2868,taxable,parent,0,1,,http://kubanzhalyuzi.ru/wp-content/uploads/shop/rulon/images/c3e5df214ce02542c6fedeaf65ad0af6.jpg,id:2145,цвет,св. коричневый,,0,,,,,,,,,,,,,,,,,,,,,
